tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
523.00;End_2;1000.00;0.00;15.05;61.00;0.66;Beg_3;0.00;0.00;0.00;tripinfo_normal_car.35 routing_normal_car.35;462.00;normal_car.35;1;7006.00;1.00;0.00;28.29;normal_car;;0;0.00
523.00;End_1;1000.00;0.00;19.04;205.00;0.87;Beg_1;70.40;0.00;0.00;tripinfo_paying_car.49 routing_paying_car.49;318.00;paying_car.49;1;6935.60;1.03;0.00;86.46;paying_car;;0;0.00
524.00;End_1;1000.00;0.00;17.83;200.00;0.01;Beg_1;34.30;0.00;0.00;tripinfo_hov.12 routing_hov.12;324.00;hov.12;1;6971.70;1.08;0.00;91.61;hov;;0;0.00
526.00;End_1;1000.00;0.00;19.03;200.00;0.03;Beg_1;26.70;0.00;0.00;tripinfo_paying_car.48 routing_paying_car.48;326.00;paying_car.48;1;6979.30;1.03;0.00;92.97;paying_car;;1;1.00
527.00;End_1;1000.00;0.00;19.06;196.00;0.20;Beg_1;0.00;0.00;0.00;tripinfo_paying_car.47 routing_paying_car.47;331.00;paying_car.47;1;7006.00;1.14;0.00;97.34;paying_car;;0;0.00
528.00;End_2;1000.00;0.00;15.24;70.00;1.04;Beg_2;143.07;0.00;0.00;tripinfo_normal_car.40 routing_normal_car.40;458.00;normal_car.40;1;6862.93;1.02;0.00;34.77;normal_car;;0;0.00
529.00;End_1;1000.00;-0.25;18.13;200.00;0.00;Beg_1;0.00;0.00;0.00;tripinfo_bus.4 routing_bus.4;329.00;bus.4;1;7006.00;1.00;0.00;95.20;bus;;0;0.00
530.00;End_2;1000.00;0.00;13.97;33.00;0.24;Beg_2;0.00;0.00;0.00;tripinfo_normal_car.19 routing_normal_car.19;497.00;normal_car.19;1;7006.00;0.93;0.00;33.31;normal_car;;0;0.00
530.00;End_3;1000.00;0.00;15.49;85.00;0.52;Beg_2;23.60;0.00;0.00;tripinfo_normal_car.49 routing_normal_car.49;445.00;normal_car.49;1;6982.40;1.03;0.00;24.32;normal_car;;0;0.00
531.00;End_1;1000.00;0.00;19.39;213.00;0.53;Beg_2;34.80;0.00;0.00;tripinfo_paying_car.51 routing_paying_car.51;318.00;paying_car.51;1;6971.20;0.97;0.00;79.40;paying_car;;0;0.00
