tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalPosLat,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departPosLat,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime
421,End_2,1000,0,13.6,98,0.98,Beg_2,23.6,0,0,tripinfo_normal_car.66 routing_normal_car.66,323,normal_car.66,1,6982.4,0.91,0,32,normal_car,,0,0
422,End_3,1000,0,14.59,105,0.63,Beg_2,13.6,0,0,tripinfo_normal_car.71 routing_normal_car.71,317,normal_car.71,1,6992.4,0.97,0,43.28,normal_car,,0,0
423,End_2,1000,0,13.23,96,0.45,Beg_2,10,0,0,tripinfo_normal_car.65 routing_normal_car.65,327,normal_car.65,1,6996,0.88,0,27.96,normal_car,,0,0
423,End_3,1000,0,15.35,103,0.1,Beg_2,0,0,0,tripinfo_normal_car.70 routing_normal_car.70,320,normal_car.70,1,7006,1.02,0,54.35,normal_car,,0,0
424,End_2,1000,0,14.43,112,0.28,Beg_3,33.6,0,0,tripinfo_normal_car.76 routing_normal_car.76,312,normal_car.76,1,6972.4,1.03,0,47.83,normal_car,,0,0
425,End_3,1000,0,14.77,111,0.75,Beg_3,23.6,0,0,tripinfo_normal_car.75 routing_normal_car.75,314,normal_car.75,1,6982.4,0.98,0,43.47,normal_car,,0,0
426,End_2,1000,0,14.33,109,0.22,Beg_3,10,0,0,tripinfo_normal_car.74 routing_normal_car.74,317,normal_car.74,1,6996,0.96,0,38.16,normal_car,,0,0
426,End_3,1000,0,15.25,121,0.46,Beg_2,50.1,0,0,tripinfo_normal_car.82 routing_normal_car.82,305,normal_car.82,1,6955.9,1.02,0,40.71,normal_car,,0,0
427,End_2,1000,0,15.52,118,0.4,Beg_2,30.6,0,0,tripinfo_normal_car.80 routing_normal_car.80,309,normal_car.80,1,6975.4,1.03,0,44.77,normal_car,,0,0
428,End_3,1000,0,15.03,127,0.58,Beg_3,101.4,0,0,tripinfo_normal_car.86 routing_normal_car.86,301,normal_car.86,1,6904.6,1,0,36.68,normal_car,,0,0
429,End_2,1000,0,15.84,108,0.69,Beg_3,0,0,0,tripinfo_normal_car.73 routing_normal_car.73,321,normal_car.73,1,7006,1.06,0,56.31,normal_car,,0,0
429,End_3,1000,0,14.73,114,0.81,Beg_2,0,0,0,tripinfo_normal_car.77 routing_normal_car.77,315,normal_car.77,1,7006,0.98,0,43.6,normal_car,,0,0
430,End_2,1000,0,14.64,125,0.05,Beg_3,87.8,0,0,tripinfo_normal_car.85 routing_normal_car.85,305,normal_car.85,1,6918.2,0.98,0,34.68,normal_car,,0,0
431,End_3,1000,0,16.3,117,0.87,Beg_3,13.6,0,0,tripinfo_normal_car.79 routing_normal_car.79,314,normal_car.79,1,6992.4,1.09,0,52.16,normal_car,,0,0
432,End_2,1000,0,15.11,115,0.34,Beg_3,0,0,0,tripinfo_normal_car.78 routing_normal_car.78,317,normal_car.78,1,7006,1.01,0,49.52,normal_car,,0,0
432,End_3,1000,0,14.97,120,0.93,Beg_2,0,0,0,tripinfo_normal_car.81 routing_normal_car.81,312,normal_car.81,1,7006,1,0,44.38,normal_car,,0,0
